date,day_of_week,weather,water_temp_raw,water_temp_avg,wave_height_raw,wave_height_m,next_day_status,spot,angler,species_raw,species,count,size_min_cm,size_max_cm,tackle,bait,detail_url
2026-03-15,日,晴れ,17.3℃,17.3,3mウネリ有り,3.0,明日も出船しますが湾内磯メインになりそうです。,湾内磯,f5e6cc2c,真鯛2匹53cm〜60.4cm,真鯛,2,53.0,60.4,フカセ,オキアミ,
2026-03-15,日,晴れ,17.3℃,17.3,3mウネリ有り,3.0,明日も出船しますが湾内磯メインになりそうです。,湾内磯,00540a26,真鯛2匹54cm〜62cm,真鯛,2,54.0,62.0,フカセ,オキアミ,
