date,day_of_week,weather,water_temp_raw,water_temp_avg,wave_height_raw,wave_height_m,next_day_status,spot,angler,species_raw,species,count,size_min_cm,size_max_cm,tackle,bait,detail_url
2025-03-13,日,,16.8度,,1.5m,1.5,明日は悪天候の為休船します。,双子の親,b4745e39,グレ14匹35cm〜40cm,グレ,14.0,35.0,40.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/3%e6%9c%8813%e6%97%a5%e6%97%a5%e7%a3%af%e9%87%a3%e3%82%8a%e5%87%ba%e8%88%b9%e3%81%97%e3%81%be%e3%81%97%e3%81%9f%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-03-13,日,,16.8度,,1.5m,1.5,明日は悪天候の為休船します。,赤島の三角,097b9110,グレ2匹33cm〜40cm,グレ,2.0,33.0,40.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/3%e6%9c%8813%e6%97%a5%e6%97%a5%e7%a3%af%e9%87%a3%e3%82%8a%e5%87%ba%e8%88%b9%e3%81%97%e3%81%be%e3%81%97%e3%81%9f%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-03-13,日,,16.8度,,1.5m,1.5,明日は悪天候の為休船します。,赤島の壁,2c0d7e99,グレ2匹30cm〜38cm,グレ,2.0,30.0,38.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/3%e6%9c%8813%e6%97%a5%e6%97%a5%e7%a3%af%e9%87%a3%e3%82%8a%e5%87%ba%e8%88%b9%e3%81%97%e3%81%be%e3%81%97%e3%81%9f%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-03-13,日,,16.8度,,1.5m,1.5,明日は悪天候の為休船します。,五平島,64aac6af,グレ2匹33cm〜35cm,グレ,2.0,33.0,35.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/3%e6%9c%8813%e6%97%a5%e6%97%a5%e7%a3%af%e9%87%a3%e3%82%8a%e5%87%ba%e8%88%b9%e3%81%97%e3%81%be%e3%81%97%e3%81%9f%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-03-13,日,,16.8度,,1.5m,1.5,明日は悪天候の為休船します。,八丈,d6b4488f,グレ3匹30cm〜32cm,グレ,3.0,30.0,32.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/3%e6%9c%8813%e6%97%a5%e6%97%a5%e7%a3%af%e9%87%a3%e3%82%8a%e5%87%ba%e8%88%b9%e3%81%97%e3%81%be%e3%81%97%e3%81%9f%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-03-13,日,,16.8度,,1.5m,1.5,明日は悪天候の為休船します。,カナトコ,c36ec319,グレ10匹30cm〜41cm,グレ,10.0,30.0,41.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/3%e6%9c%8813%e6%97%a5%e6%97%a5%e7%a3%af%e9%87%a3%e3%82%8a%e5%87%ba%e8%88%b9%e3%81%97%e3%81%be%e3%81%97%e3%81%9f%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-02-22,日,,,,,,明日は悪天候の為休船します。,,,,,,,,,,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/2%e6%9c%8822%e6%97%a5%e6%97%a5%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-01-08,木,晴れ,双子周辺18.4℃ アシカ周辺19.5℃,18.95,1.5m,1.5,明日も出船します。,白崎,fa0512ab,30cm〜38cm,,,30.0,38.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/1%e6%9c%888%e6%97%a5%e6%9c%a8%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-12-20,土,晴れ,19.7℃,19.7,2m〜2.5mウネリ有り,2.0,明日悪天候の為休船します。,湾内磯,75025170,32cm〜41cm,,,32.0,41.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/12%e6%9c%8820%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-12-11,木,晴れ,22.1℃,22.1,1.5m,1.5,明日も出船します☆,,,,,,,,,,
2026-02-15,土,,,,,,明日は悪天候の為休船します。,,,,,,,,,,
2026-01-18,土,晴れ,18.2度,18.2,1.5m,1.5,明日も出船します☆,アシカのチョボ,45f92b73,3匹35cm〜38cm,,3.0,35.0,38.0,フカセ,オキアミ,
2026-01-04,土,晴れ,17.7度〜18.7度,18.2,1.5m,1.5,明日も出船します☆,アシカ,1cda00f6,1cm,,,1.0,1.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/1%e6%9c%884%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-01-03,金,晴れ,18.7度,18.7,1.5m,1.5,明日混んできました。,八丈,03fe7764,5cm,,,5.0,5.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/1%e6%9c%883%e6%97%a5%e9%87%91%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-12-31,火,,,,,,,,,,,,,,,,
2025-12-03,日,,,,,,フィリピン地震の津波による津波注意報が解除される見込みが無いため本日の磯釣り便は休船とさせて頂きました。,,,,,,,,,,
2025-11-19,日,晴れ,21.4度,21.4,1.5m,1.5,明日も出船します☆,,,,,,,,,,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8819%e6%97%a5%e6%97%a5%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-06-01,木,,,,,,誠に勝手ながら6月より漁期に入る為しばらくの間休船します。,,,,,,,,,,
2025-05-11,木,,,,,,船体ドック入りの為5月11日(木)〜5月12日(金)まで休船します。,,,,,,,,,,
2025-04-21,金,晴れ,19度,19.0,3mウネリ有り,3.0,明日も出船出来ますが沖磯は無理でしょう。,,,,,,,,,,
2025-04-12,水,晴れ時々雨,17.9度,17.9,1.5m,1.5,明日も出船します☆,,,,,,,,,,
2026-02-12,日,晴れ,17.4度,17.4,2mウネリ有り,2.0,明日は天気が悪いので休船します。,モダイ,ec5a8190,33cm〜38cm,,,33.0,38.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/2%e6%9c%8812%e6%97%a5%e6%97%a5%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-05-07,土,,,,,,明日も波残りそうなので休船します。,,,,,,,,,,
2025-04-20,水,,,,,,,,,,,,,,,,
2025-04-05,火,晴れ,,,2mウネリ有り,2.0,明日も出船します☆,双子の親,,石鯛1匹61.8cm,石鯛,1.0,61.8,61.8,底物,サザエ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/4%e6%9c%885%e6%97%a5%e7%81%ab%e7%a3%af%e9%87%a3%e3%82%8a%e5%87%ba%e8%88%b9%e3%81%97%e3%81%be%e3%81%97%e3%81%9f%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-02-27,日,,16.8度,16.8,"1,5m",5.0,明日も出船します☆,赤島の壁,07fbf9db,41.2cm,,,41.2,41.2,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/2%e6%9c%8827%e6%97%a5%e6%97%a5%e7%a3%af%e9%87%a3%e3%82%8a%e5%87%ba%e8%88%b9%e3%81%97%e3%81%be%e3%81%97%e3%81%9f%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-03-12,木,晴れ,双子周辺16.2℃/アシカ周辺16.8℃,16.5,2mうねり有り,2.0,明日波が高くなる予報の為休船します。,アシカのチョボ,5da3092d,串本11匹32cm〜40.2cm,グレ,11.0,32.0,40.2,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/3%e6%9c%8812%e6%97%a5%e6%9c%a8%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-03-12,木,晴れ,双子周辺16.2℃/アシカ周辺16.8℃,16.5,2mうねり有り,2.0,明日波が高くなる予報の為休船します。,アシカ,00540a26,グレ5匹37.7cm38.5cm40.6cm41.5cm41.8cm,グレ,5.0,37.7,37.7,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/3%e6%9c%8812%e6%97%a5%e6%9c%a8%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-03-12,木,晴れ,双子周辺16.2℃/アシカ周辺16.8℃,16.5,2mうねり有り,2.0,明日波が高くなる予報の為休船します。,沖の長島,99fc02e2,グレ4匹33cm〜40cm,グレ,4.0,33.0,40.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/3%e6%9c%8812%e6%97%a5%e6%9c%a8%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-03-12,木,晴れ,双子周辺16.2℃/アシカ周辺16.8℃,16.5,2mうねり有り,2.0,明日波が高くなる予報の為休船します。,双子の子,4d387bf1,グレ8匹33cm〜39.2cm,グレ,8.0,33.0,39.2,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/3%e6%9c%8812%e6%97%a5%e6%9c%a8%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-03-10,火,晴れ,双子周辺16℃/アシカ周辺16.4℃,16.2,1.5m,1.5,明日も出船します☆,沖の長島,f30ea4c2,グレ8匹30cm〜40.5cm,グレ,8.0,30.0,40.5,フカセ,オキアミ,
2026-03-10,火,晴れ,双子周辺16℃/アシカ周辺16.4℃,16.2,1.5m,1.5,明日も出船します☆,武八,0c7bcebc,グレ2匹30cm前後,グレ,2.0,30.0,30.0,フカセ,オキアミ,
2026-03-10,火,晴れ,双子周辺16℃/アシカ周辺16.4℃,16.2,1.5m,1.5,明日も出船します☆,アシカのチョボ,e5ed1525,グレ2匹33cm〜35cm,グレ,2.0,33.0,35.0,フカセ,オキアミ,
2026-03-10,火,晴れ,双子周辺16℃/アシカ周辺16.4℃,16.2,1.5m,1.5,明日も出船します☆,双子の子,3c8deae4,グレ2匹33cm〜36cm,グレ,2.0,33.0,36.0,フカセ,オキアミ,
2026-03-09,月,晴れ,双子周辺16℃/カナトコ周辺16.2℃,16.1,1.5m,1.5,明日も出船します☆,双子の親,e5ed1525,グレ3匹34cm〜43cm,グレ,3.0,34.0,43.0,フカセ,オキアミ,
2026-03-09,月,晴れ,双子周辺16℃/カナトコ周辺16.2℃,16.1,1.5m,1.5,明日も出船します☆,助八,4103a15f,グレ3匹30cm〜37cm,グレ,3.0,30.0,37.0,カゴ釣り,オキアミ,
2026-03-08,日,晴れ,双子周辺16℃/アシカ周辺16.3℃,16.15,1.5m,1.5,明日も出船します☆,双子の子,59ade053,グレ6匹32cm〜40.5cm,グレ,6.0,32.0,40.5,フカセ,オキアミ,
2026-03-08,日,晴れ,双子周辺16℃/アシカ周辺16.3℃,16.15,1.5m,1.5,明日も出船します☆,白崎2番,ce4c41a9,真鯛1匹51cm,真鯛,1.0,51.0,51.0,フカセ,オキアミ,
2026-03-08,日,晴れ,双子周辺16℃/アシカ周辺16.3℃,16.15,1.5m,1.5,明日も出船します☆,武八,9c6ea9c1,グレ8匹30cm〜41cm,グレ,8.0,30.0,41.0,フカセ,オキアミ,
2026-03-08,日,晴れ,双子周辺16℃/アシカ周辺16.3℃,16.15,1.5m,1.5,明日も出船します☆,アシカ,438deac4,グレ6匹33cm〜38cm,グレ,6.0,33.0,38.0,フカセ,オキアミ,
2026-03-07,土,晴れ,双子周辺17.4℃/カナトコ周辺16.2℃,16.8,1.5mウネリ有り,1.5,明日も出船します☆,双子の親,2c170cb4,グレ11匹30cm〜40.1cm,グレ,11.0,30.0,40.1,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/3%e6%9c%887%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-03-07,土,晴れ,双子周辺17.4℃/カナトコ周辺16.2℃,16.8,1.5mウネリ有り,1.5,明日も出船します☆,双子の親,438deac4,グレ2匹38cm〜42.2cm,グレ,2.0,38.0,42.2,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/3%e6%9c%887%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-03-07,土,晴れ,双子周辺17.4℃/カナトコ周辺16.2℃,16.8,1.5mウネリ有り,1.5,明日も出船します☆,沖の赤島,d2246ff4,グレ2匹34cm〜42.8cm,グレ,2.0,34.0,42.8,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/3%e6%9c%887%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-03-07,土,晴れ,双子周辺17.4℃/カナトコ周辺16.2℃,16.8,1.5mウネリ有り,1.5,明日も出船します☆,エンイチ,e2c70be9,グレ4匹30cm〜32cm,グレ,4.0,30.0,32.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/3%e6%9c%887%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-03-07,土,晴れ,双子周辺17.4℃/カナトコ周辺16.2℃,16.8,1.5mウネリ有り,1.5,明日も出船します☆,沖のカンゴメ,68db5bcd,グレ2匹30cm〜39cm,グレ,2.0,30.0,39.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/3%e6%9c%887%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-03-07,土,晴れ,双子周辺17.4℃/カナトコ周辺16.2℃,16.8,1.5mウネリ有り,1.5,明日も出船します☆,カナトコ,3df8279e,グレ1匹41.5cm,グレ,1.0,41.5,41.5,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/3%e6%9c%887%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-03-06,金,晴れ,双子周辺17.5℃/アシカ周辺19℃,18.25,2mウネリ有り,2.0,明日も出船します☆,アシカのチョボ,17fc1fd3,グレ2匹42.8cm43.1cm,グレ,2.0,42.8,42.8,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/3%e6%9c%886%e6%97%a5%e9%87%91%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-03-06,金,晴れ,双子周辺17.5℃/アシカ周辺19℃,18.25,2mウネリ有り,2.0,明日も出船します☆,アシカ,99fc02e2,グレ4匹34cm〜36cm,グレ,4.0,34.0,36.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/3%e6%9c%886%e6%97%a5%e9%87%91%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-03-06,金,晴れ,双子周辺17.5℃/アシカ周辺19℃,18.25,2mウネリ有り,2.0,明日も出船します☆,沖の長島,4d387bf1,グレ9匹30cm〜36cm,グレ,9.0,30.0,36.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/3%e6%9c%886%e6%97%a5%e9%87%91%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-03-06,金,晴れ,双子周辺17.5℃/アシカ周辺19℃,18.25,2mウネリ有り,2.0,明日も出船します☆,武八,2c170cb4,グレ2匹30cm〜36cm,グレ,2.0,30.0,36.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/3%e6%9c%886%e6%97%a5%e9%87%91%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-03-06,金,晴れ,双子周辺17.5℃/アシカ周辺19℃,18.25,2mウネリ有り,2.0,明日も出船します☆,サバの先端,4685fb2a,グレ2匹30cm〜43cm,グレ,2.0,30.0,43.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/3%e6%9c%886%e6%97%a5%e9%87%91%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-03-06,金,晴れ,双子周辺17.5℃/アシカ周辺19℃,18.25,2mウネリ有り,2.0,明日も出船します☆,双子の子,68db5bcd,グレ2匹30cm〜38cm,グレ,2.0,30.0,38.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/3%e6%9c%886%e6%97%a5%e9%87%91%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-03-05,木,晴れ,17.3℃,17.3,1.5m,1.5,明日も出船します☆,双子の親,a853c157,グレ1匹31cm,グレ,1.0,31.0,31.0,フカセ,オキアミ,
2026-03-04,水,晴れ,17.3℃,17.3,2.5mうねり有り,2.5,明日も出船しますが沖磯は朝決めます,湾内磯,1fb02d1b,グレ1匹44.1cm,グレ,1.0,44.1,44.1,フカセ,オキアミ,
2026-03-02,月,晴れ,17.4℃,17.4,2mうねり有り,2.0,明日は悪天候の為休船します。,湾内磯,6b30fe87,グレ1匹37cm,グレ,1.0,37.0,37.0,フカセ,オキアミ,
2026-03-02,月,晴れ,17.4℃,17.4,2mうねり有り,2.0,明日は悪天候の為休船します。,地のカンゴメ,b5a46895,グレ2匹32cm〜36cm,グレ,2.0,32.0,36.0,フカセ,オキアミ,
2026-03-01,日,晴れ,17.4℃,17.4,2mうねり有り,2.0,明日も出船しますが沖磯は朝決めます,双子の親,438deac4,グレ2匹34cm〜38cm,グレ,2.0,34.0,38.0,フカセ,オキアミ,
2026-03-01,日,晴れ,17.4℃,17.4,2mうねり有り,2.0,明日も出船しますが沖磯は朝決めます,赤島の三角,59ade053,グレ2匹35cm〜36cm,グレ,2.0,35.0,36.0,フカセ,オキアミ,
2026-02-28,土,晴れ,17.2℃,17.2,2mうねり有り,2.0,明日も出船しますが沖磯は厳しそうです。,湾内磯,cfdac2a1,グレ1匹36cm,グレ,1.0,36.0,36.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/2%e6%9c%8828%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-02-28,土,晴れ,17.2℃,17.2,2mうねり有り,2.0,明日も出船しますが沖磯は厳しそうです。,コレバイ,677fb54a,グレ2匹33cm〜36cm,グレ,2.0,33.0,36.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/2%e6%9c%8828%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-02-28,土,晴れ,17.2℃,17.2,2mうねり有り,2.0,明日も出船しますが沖磯は厳しそうです。,コレバイ,245442c6,グレ2匹30cm〜37cm,グレ,2.0,30.0,37.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/2%e6%9c%8828%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-02-27,金,晴れ,16度,16.0,2.5mうねり有り,2.5,明日も出船しますが沖磯は厳しそうです。,湾内磯,9c6ea9c1,グレ5匹32cm〜40.8cm,グレ,5.0,32.0,40.8,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/2%e6%9c%8827%e6%97%a5%e9%87%91%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-02-27,金,晴れ,16度,16.0,2.5mうねり有り,2.5,明日も出船しますが沖磯は厳しそうです。,湾内磯,36dd2f76,真鯛1匹58.4cm,真鯛,1.0,58.4,58.4,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/2%e6%9c%8827%e6%97%a5%e9%87%91%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-02-27,金,晴れ,16度,16.0,2.5mうねり有り,2.5,明日も出船しますが沖磯は厳しそうです。,湾内磯,f5e6cc2c,グレ1匹41.3cm,グレ,1.0,41.3,41.3,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/2%e6%9c%8827%e6%97%a5%e9%87%91%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-02-22,日,,,,,,明日は悪天候の為休船します。,,,,,,,,,,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/2%e6%9c%8822%e6%97%a5%e6%97%a5%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-02-21,土,晴れ,双子周辺16.3℃／カナトコ周辺17.4℃アシカ沖は19℃ありました,17.57,1.5m,1.5,明日も出船しますが大会の為貸切出船になります。,双子の親,d2246ff4,グレ1匹35cm,グレ,1.0,35.0,35.0,フカセ,オキアミ,
2026-02-21,土,晴れ,双子周辺16.3℃／カナトコ周辺17.4℃アシカ沖は19℃ありました,17.57,1.5m,1.5,明日も出船しますが大会の為貸切出船になります。,助八,5f184709,グレ1匹37cm,グレ,1.0,37.0,37.0,フカセ,オキアミ,
2026-02-20,金,晴れ,双子周辺15.3℃／アシカ周辺17.1℃,16.2,1.5m,1.5,明日も出船します☆,アシカ,75025170,グレ9匹30cm〜42.2cm,グレ,9.0,30.0,42.2,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/2%e6%9c%8820%e6%97%a5%e9%87%91%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-02-20,金,晴れ,双子周辺15.3℃／アシカ周辺17.1℃,16.2,1.5m,1.5,明日も出船します☆,アシカのチョボ,bc3459f0,グレ3匹38.5cm 39.6cm 40.7cm,グレ,3.0,38.5,38.5,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/2%e6%9c%8820%e6%97%a5%e9%87%91%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-02-20,金,晴れ,双子周辺15.3℃／アシカ周辺17.1℃,16.2,1.5m,1.5,明日も出船します☆,沖の長島,17fc1fd3,グレ4匹35cm〜38cm,グレ,4.0,35.0,38.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/2%e6%9c%8820%e6%97%a5%e9%87%91%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-02-20,金,晴れ,双子周辺15.3℃／アシカ周辺17.1℃,16.2,1.5m,1.5,明日も出船します☆,長バイ,c4daf351,グレ7匹34cm〜39.7cm,グレ,7.0,34.0,39.7,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/2%e6%9c%8820%e6%97%a5%e9%87%91%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2026-02-19,木,晴れ,双子周辺14.1℃／カナトコ周辺14.8℃,14.45,1.5m,1.5,明日も出船します☆,赤島の三角,5868bfa8,グレ1匹36cm,グレ,1.0,36.0,36.0,フカセ,オキアミ,
2026-02-18,水,晴れ,双子周辺15.1℃／アシカ周辺15.5℃,15.3,2mウネリ〜1.5m,2.0,明日も出船します☆,地のカンゴメ,bc3459f0,グレ2匹35cm〜41.1cm,グレ,2.0,35.0,41.1,フカセ,オキアミ,
2026-02-18,水,晴れ,双子周辺15.1℃／アシカ周辺15.5℃,15.3,2mウネリ〜1.5m,2.0,明日も出船します☆,コレバイ,2fb473e6,グレ3匹30cm〜36cm,グレ,3.0,30.0,36.0,フカセ,オキアミ,
2026-02-18,水,晴れ,双子周辺15.1℃／アシカ周辺15.5℃,15.3,2mウネリ〜1.5m,2.0,明日も出船します☆,沖の長島,b43d6266,グレ2匹32cm〜34cm,グレ,2.0,32.0,34.0,フカセ,オキアミ,
2026-02-17,火,晴れ,双子周辺16.1℃／カナトコ周辺16.5℃,16.3,1.5m,1.5,明日も出船します☆,双子の親,85788948,グレ5匹37.6cm38.5cm40.3cm40.8cm42.7cm,グレ,5.0,37.6,37.6,フカセ,オキアミ,
2026-02-17,火,晴れ,双子周辺16.1℃／カナトコ周辺16.5℃,16.3,1.5m,1.5,明日も出船します☆,赤島の三角,e707623b,グレ3匹35cm〜40.4cm,グレ,3.0,35.0,40.4,フカセ,オキアミ,
2026-02-16,月,晴れ,双子周辺16℃／アシカ周辺17.2℃,16.6,1.5m,1.5,明日も出船します☆,アシカ,5fd42046,グレ16匹30cm〜38.7cm,グレ,16.0,30.0,38.7,フカセ,オキアミ,
2026-02-16,月,晴れ,双子周辺16℃／アシカ周辺17.2℃,16.6,1.5m,1.5,明日も出船します☆,ハシゴ島,cb133b64,グレ2匹38cm〜41cm,グレ,2.0,38.0,41.0,フカセ,オキアミ,
