date,day_of_week,weather,water_temp_raw,water_temp_avg,wave_height_raw,wave_height_m,next_day_status,spot,angler,species_raw,species,count,size_min_cm,size_max_cm,tackle,bait,detail_url
2025-12-02,月,晴れ,21.2度,21.2,1.5m,1.5,明日も出船します☆,アシカ,85307db1,グレ(尾長混じり)7匹30cm〜41.5cm,グレ,7.0,30.0,41.5,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/12%e6%9c%882%e6%97%a5%e6%9c%88%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-12-02,月,晴れ,21.2度,21.2,1.5m,1.5,明日も出船します☆,武八,7383854a,グレ10匹30cm〜38cm,グレ,10.0,30.0,38.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/12%e6%9c%882%e6%97%a5%e6%9c%88%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-12-01,日,晴れ,"21,1度",21.1,1.5m,1.5,明日も出船します☆,助八,114db310,グレ3匹33cm〜35cm,グレ,3.0,33.0,35.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/12%e6%9c%881%e6%97%a5%e6%97%a5%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-12-01,日,晴れ,"21,1度",21.1,1.5m,1.5,明日も出船します☆,シオフキ,29516fa0,グレ4匹32cm〜40cm,グレ,4.0,32.0,40.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/12%e6%9c%881%e6%97%a5%e6%97%a5%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-12-01,日,晴れ,"21,1度",21.1,1.5m,1.5,明日も出船します☆,湾内磯,df7b785e,イガミ20匹30cm〜42cm,イガミ,20.0,30.0,42.0,ウキ釣り,海藻,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/12%e6%9c%881%e6%97%a5%e6%97%a5%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-12-01,日,晴れ,"21,1度",21.1,1.5m,1.5,明日も出船します☆,出雲崎,880f8085,イガミ11匹30cm〜41cm,イガミ,11.0,30.0,41.0,ウキ釣り,海藻,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/12%e6%9c%881%e6%97%a5%e6%97%a5%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-12-01,日,晴れ,"21,1度",21.1,1.5m,1.5,明日も出船します☆,福島,b14dd83d,イガミ8匹27cm〜37cm,イガミ,8.0,27.0,37.0,ウキ釣り,海藻,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/12%e6%9c%881%e6%97%a5%e6%97%a5%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-30,土,晴れ,20.7度,20.7,1.5m,1.5,明日も出船します☆,白崎,9b7fce8a,グレ14匹30cm〜41cm,グレ,14.0,30.0,41.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8830%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-30,土,晴れ,20.7度,20.7,1.5m,1.5,明日も出船します☆,武八,3df8279e,尾長グレ7匹32cm〜36cm,グレ,7.0,32.0,36.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8830%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-30,土,晴れ,20.7度,20.7,1.5m,1.5,明日も出船します☆,サバの先端,cfdac2a1,尾長グレ5匹28cm〜32cm,グレ,5.0,28.0,32.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8830%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-30,土,晴れ,20.7度,20.7,1.5m,1.5,明日も出船します☆,サバの壁,369b54b1,尾長グレ8匹28cm〜31cm,グレ,8.0,28.0,31.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8830%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-30,土,晴れ,20.7度,20.7,1.5m,1.5,明日も出船します☆,チョナ,dfe39045,尾長グレ2匹33cm〜36cm,グレ,2.0,33.0,36.0,カゴ釣り,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8830%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-30,土,晴れ,20.7度,20.7,1.5m,1.5,明日も出船します☆,ウノクソ,05726598,グレ5匹32cm〜38cm,グレ,5.0,32.0,38.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8830%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-30,土,晴れ,20.7度,20.7,1.5m,1.5,明日も出船します☆,白崎2番,4ba37f50,グレ4匹30cm〜33cm,グレ,4.0,30.0,33.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8830%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-30,土,晴れ,20.7度,20.7,1.5m,1.5,明日も出船します☆,五平島,75025170,グレ9匹30cm〜34cm,グレ,9.0,30.0,34.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8830%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-30,土,晴れ,20.7度,20.7,1.5m,1.5,明日も出船します☆,コレバイ,36dd2f76,グレ5匹32cm〜37cm,グレ,5.0,32.0,37.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8830%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-30,土,晴れ,20.7度,20.7,1.5m,1.5,明日も出船します☆,双子の子,530782d6,石垣鯛4匹30cm〜32cm,石垣鯛,4.0,30.0,32.0,底物,ウニ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8830%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-30,土,晴れ,20.7度,20.7,1.5m,1.5,明日も出船します☆,ハシゴ島,8965f41a,イガミ10匹33cm〜41cm,イガミ,10.0,33.0,41.0,ウキ釣り,海藻,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8830%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-30,土,晴れ,20.7度,20.7,1.5m,1.5,明日も出船します☆,湾内磯,92e41b95,イガミ11匹30cm〜38cm,イガミ,11.0,30.0,38.0,ウキ釣り,海藻,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8830%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-30,土,晴れ,20.7度,20.7,1.5m,1.5,明日も出船します☆,シオフキ中,b4873f7f,グレ2匹34cm〜36cm,グレ,2.0,34.0,36.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8830%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-29,金,晴れ,21.1度,21.1,1.5m,1.5,明日も出船します☆,八丈,f10aef0e,尾長グレ12匹28cm〜34cm,グレ,12.0,28.0,34.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8829%e6%97%a5%e9%87%91%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%ad%90%ef%b8%8e?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-29,金,晴れ,21.1度,21.1,1.5m,1.5,明日も出船します☆,沖のカンゴメ,fdc8b6c2,尾長グレ3匹30cm前後,グレ,3.0,30.0,30.0,カゴ釣り,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8829%e6%97%a5%e9%87%91%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%ad%90%ef%b8%8e?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-29,金,晴れ,21.1度,21.1,1.5m,1.5,明日も出船します☆,カナトコ,418c1398,尾長グレ8匹28cm〜31cm,グレ,8.0,28.0,31.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8829%e6%97%a5%e9%87%91%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%ad%90%ef%b8%8e?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-28,木,晴れ,21.7度,21.7,1.5m,1.5,明日も出船します☆,サバの壁,fecb9e12,グレ9匹27cm〜32cm,グレ,9.0,27.0,32.0,フカセ,オキアミ,
2025-11-23,土,晴れ,22.1度,22.1,1.5m,1.5,明日も出船します☆,エンイチ,a9404af5,石鯛1匹46cm,石鯛,1.0,46.0,46.0,底物,ウニ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8823%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-23,土,晴れ,22.1度,22.1,1.5m,1.5,明日も出船します☆,カナトコ,213f656f,グレ15匹30cm〜40.1cm,グレ,15.0,30.0,40.1,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8823%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-23,土,晴れ,22.1度,22.1,1.5m,1.5,明日も出船します☆,八丈,418c1398,グレ11匹30cm〜34cm,グレ,11.0,30.0,34.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8823%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-23,土,晴れ,22.1度,22.1,1.5m,1.5,明日も出船します☆,助八,2c0d7e99,グレ2匹32cm〜35cm,グレ,2.0,32.0,35.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8823%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-23,土,晴れ,22.1度,22.1,1.5m,1.5,明日も出船します☆,内海,8965f41a,イガミ9匹30cm〜38cm,イガミ,9.0,30.0,38.0,ウキ釣り,海藻,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8823%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-23,土,晴れ,22.1度,22.1,1.5m,1.5,明日も出船します☆,湾内磯,d732d43c,イガミ6匹32cm〜37cm,イガミ,6.0,32.0,37.0,ウキ釣り,海藻,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8823%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-24,日,晴れ,22.6度,22.6,1.5m,1.5,明日も出船します☆,湾内磯,df7b785e,イガミ22匹28cm〜41cm,イガミ,22.0,28.0,41.0,ウキ釣り,海藻,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8824%e6%97%a5%e6%97%a5%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-24,日,晴れ,22.6度,22.6,1.5m,1.5,明日も出船します☆,トンビヤス,880f8085,イガミ14匹30cm〜40cm,イガミ,14.0,30.0,40.0,ウキ釣り,海藻,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8824%e6%97%a5%e6%97%a5%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-24,日,晴れ,22.6度,22.6,1.5m,1.5,明日も出船します☆,福島,b14dd83d,イガミ9匹27cm〜35cm,イガミ,9.0,27.0,35.0,ウキ釣り,海藻,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8824%e6%97%a5%e6%97%a5%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-24,日,晴れ,22.6度,22.6,1.5m,1.5,明日も出船します☆,武八,dfe39045,グレ2匹33cm〜35cm,グレ,2.0,33.0,35.0,カゴ釣り,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8824%e6%97%a5%e6%97%a5%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-24,日,晴れ,22.6度,22.6,1.5m,1.5,明日も出船します☆,白崎,4bdfb339,石垣鯛4匹35cm前後,石垣鯛,4.0,35.0,35.0,底物,ウニ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8824%e6%97%a5%e6%97%a5%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-22,金,晴れ,22.7度,22.7,1.5mウネリ有り,1.5,明日も出船します☆,アシカ,b4ddad7a,尾長グレ18匹26cm〜30cm,グレ,18.0,26.0,30.0,フカセ,オキアミ,
2025-11-22,金,晴れ,22.7度,22.7,1.5mウネリ有り,1.5,明日も出船します☆,武八,a7dc065f,石垣鯛2匹36cm〜38cm,石垣鯛,2.0,36.0,38.0,底物,ウニ,
2025-11-22,金,晴れ,22.7度,22.7,1.5mウネリ有り,1.5,明日も出船します☆,武八,97ec1e48,石垣鯛4匹35cm〜40cm,石垣鯛,4.0,35.0,40.0,底物,ウニ,
2025-11-22,金,晴れ,22.7度,22.7,1.5mウネリ有り,1.5,明日も出船します☆,灘の赤島,fdc8b6c2,イガミ3匹34cm〜38cm,イガミ,3.0,34.0,38.0,ウキ釣り,海藻,
2025-11-21,木,晴れ,23度,23.0,2mウネリ有り,2.0,明日も出船します☆,湾内磯,df7b785e,イガミ19匹27cm〜42cm,イガミ,19.0,27.0,42.0,ウキ釣り,海藻,
2025-11-18,月,晴れ,24度,24.0,26〜1.5m,1.5,明日も出船します☆,丸島,fdc8b6c2,イガミ8匹32cm〜40cm,イガミ,8.0,32.0,40.0,ウキ釣り,海藻,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8818%e6%97%a5%e6%9c%88%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-18,月,晴れ,24度,24.0,26〜1.5m,1.5,明日も出船します☆,地のカンゴメ,c26d74fe,グレ2匹32cm〜34cm,グレ,2.0,32.0,34.0,カゴ釣り,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/11%e6%9c%8818%e6%97%a5%e6%9c%88%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-11-17,日,晴れ,24度,24.0,2mウネリ有り,2.0,明日も出船します☆,湾内磯,880f8085,イガミ8匹30cm〜40cm,イガミ,8.0,30.0,40.0,ウキ釣り,海藻,
2025-11-17,日,晴れ,24度,24.0,2mウネリ有り,2.0,明日も出船します☆,湾内磯,cd268634,イガミ6匹32cm〜38cm,イガミ,6.0,32.0,38.0,ウキ釣り,海藻,
2025-11-17,日,晴れ,24度,24.0,2mウネリ有り,2.0,明日も出船します☆,湾内磯,df7b785e,イガミ6匹30cm〜38cm,イガミ,6.0,30.0,38.0,ウキ釣り,海藻,
2025-11-12,火,晴れ,24度,24.0,2mウネリ有り,2.0,明日も出船します☆,コレバイ,dfe39045,イサギ30cm前後10枚以上,イサキ,,30.0,30.0,カゴ釣り,オキアミ,
2025-10-20,日,晴れ,26.2度,26.2,"1,5m",5.0,明日は休船します。,湾内磯,cd268634,イガミ10匹30cm〜41cm,イガミ,10.0,30.0,41.0,ウキ釣り,海藻,
2025-10-20,日,晴れ,26.2度,26.2,"1,5m",5.0,明日は休船します。,湾内磯,df7b785e,イガミ8匹30cm〜42cm,イガミ,8.0,30.0,42.0,ウキ釣り,海藻,
2025-10-20,日,晴れ,26.2度,26.2,"1,5m",5.0,明日は休船します。,湾内磯,05a03949,イガミ8匹32cm〜41cm,イガミ,8.0,32.0,41.0,ウキ釣り,海藻,
2025-10-20,日,晴れ,26.2度,26.2,"1,5m",5.0,明日は休船します。,湾内磯,013683ae,石垣鯛4匹30cm〜38cm,石垣鯛,4.0,30.0,38.0,底物,ウニ,
2025-10-12,土,晴れ,26.2度,26.2,"1,5m",5.0,,湾内磯,df7b785e,イガミ22匹28cm〜40cm,イガミ,22.0,28.0,40.0,ウキ釣り,海藻,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/10%e6%9c%8812%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-10-12,土,晴れ,26.2度,26.2,"1,5m",5.0,,湾内磯,880f8085,イガミ12匹30cm〜40cm,イガミ,12.0,30.0,40.0,ウキ釣り,海藻,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/10%e6%9c%8812%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-10-06,日,晴れ,26.2度,26.2,"1,5m",5.0,明日も出船します☆,湾内磯,df7b785e,イガミ16匹30cm〜40cm,イガミ,16.0,30.0,40.0,ウキ釣り,海藻,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/10%e6%9c%886%e6%97%a5%e6%97%a5%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%ad%90%ef%b8%8e?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-10-06,日,晴れ,26.2度,26.2,"1,5m",5.0,明日も出船します☆,内海,880f8085,イガミ10匹30cm〜38cm,イガミ,10.0,30.0,38.0,ウキ釣り,海藻,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/10%e6%9c%886%e6%97%a5%e6%97%a5%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%ad%90%ef%b8%8e?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-10-06,日,晴れ,26.2度,26.2,"1,5m",5.0,明日も出船します☆,丸島,fdc8b6c2,イガミ8匹28cm〜37cm,イガミ,8.0,28.0,37.0,ウキ釣り,海藻,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/10%e6%9c%886%e6%97%a5%e6%97%a5%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%ad%90%ef%b8%8e?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-09-07,土,晴れ,28.8度,28.8,"1,5m",5.0,明日も出船します☆,双子の親,d2246ff4,石垣鯛1匹41cm,石垣鯛,1.0,41.0,41.0,底物,ウニ,
2025-05-26,日,晴れ,"19,7度",19.7,2mウネリ有り〜1.5m,2.0,誠に勝手ながら5月27日(月)より漁期に入る為しばらくの間休船します。,武八,41e69dc4,石鯛1匹59cm4.3kg,石鯛,1.0,59.0,59.0,底物,ナガレコ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/5%e6%9c%8826%e6%97%a5%e6%97%a5%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-05-26,日,晴れ,"19,7度",19.7,2mウネリ有り〜1.5m,2.0,誠に勝手ながら5月27日(月)より漁期に入る為しばらくの間休船します。,沖の長島,fdc8b6c2,尾長グレ12匹28cm〜35cm,グレ,12.0,28.0,35.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/5%e6%9c%8826%e6%97%a5%e6%97%a5%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-05-24,金,晴れ,"19,7度",19.7,2mウネリ有り〜1.5m,2.0,明日も出船します☆,沖のカンゴメ,cef95ef8,グレ12匹28cm〜35cm,グレ,12.0,28.0,35.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/5%e6%9c%8824%e6%97%a5%e9%87%91%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-05-24,金,晴れ,"19,7度",19.7,2mウネリ有り〜1.5m,2.0,明日も出船します☆,地のカンゴメ,fdc8b6c2,グレ7匹30cm〜35cm,グレ,7.0,30.0,35.0,フカセカゴ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/5%e6%9c%8824%e6%97%a5%e9%87%91%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-05-24,金,晴れ,"19,7度",19.7,2mウネリ有り〜1.5m,2.0,明日も出船します☆,サバの壁,0315c038,グレ7匹32cm〜38cm,グレ,7.0,32.0,38.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/5%e6%9c%8824%e6%97%a5%e9%87%91%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-05-18,土,晴れ,"19,7度",19.7,1.5m,1.5,明日も出船します☆,アシカ,ef619dbf,グレ12匹28cm〜36.5cm,グレ,12.0,28.0,36.5,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/5%e6%9c%8818%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-05-18,土,晴れ,"19,7度",19.7,1.5m,1.5,明日も出船します☆,沖の長島,9da7e7f9,グレ5匹28cm〜33cm,グレ,5.0,28.0,33.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/5%e6%9c%8818%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-05-18,土,晴れ,"19,7度",19.7,1.5m,1.5,明日も出船します☆,サバの壁,6aa9137e,グレ5匹29cm〜33cm,グレ,5.0,29.0,33.0,フカセ,オキアミ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/5%e6%9c%8818%e6%97%a5%e5%9c%9f%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-05-10,金,晴れ,18.8度,18.8,1.5m,1.5,明日も出船予定です☆,武八,444ad98c,石鯛1匹64.5cm,石鯛,1.0,64.5,64.5,底物,ナガレコ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/5%e6%9c%8810%e6%97%a5%e9%87%91%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-05-10,金,晴れ,18.8度,18.8,1.5m,1.5,明日も出船予定です☆,双子の子,c167a9a3,石鯛1匹42cm,石鯛,1.0,42.0,42.0,底物,ウニ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/5%e6%9c%8810%e6%97%a5%e9%87%91%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
2025-05-08,水,晴れ,19.3度,19.3,2.5mウネリ有り〜2m,2.5,明日も出船予定です☆,武八,15038c3d,石鯛1匹45cm,石鯛,1.0,45.0,45.0,底物,ナガレコ,https://www.taniguchitosen.com/archives/ub1ruabwlwjavtrmzdbu/5%e6%9c%888%e6%97%a5%e6%b0%b4%e7%a3%af%e9%87%a3%e3%82%8a%e4%be%bf%e2%98%86?easys_page_id=9&easys_block_id=nsazd3axzm5hro8srr8n
